01-28 17:19:37.240 INFO  --- [main] [AbstractTestContextBootstrapper]:308 o.s.b.t.context.SpringBootTestContextBootstrapper >>> Neither @ContextConfiguration nor @ContextHierarchy found for test class [ResourceDaoImplTest], using SpringBootContextLoader
01-28 17:25:13.730 INFO  --- [main] [AuthResourceServerAutoConfiguration]:61 c.g.s.config.AuthResourceServerAutoConfiguration >>> auto setting AuthResourceServer's config
01-28 17:25:14.968 INFO  --- [main] [EndpointLinksResolver]:58 o.s.b.actuate.endpoint.web.EndpointLinksResolver >>> Exposing 18 endpoint(s) beneath base path '/actuator'
01-28 17:25:15.107 INFO  --- [main] [AuthCenterServer]:96 com.gapache.cloud.auth.server.AuthCenterServer >>> 1.AuthCenter
01-28 17:25:15.504 INFO  --- [main] [AuthCenterServer]:79 com.gapache.cloud.auth.server.AuthCenterServer >>> husen.$2a$10$sfCR/OJUjKF/5xjwNuPXGuJL74Xy7lyDfIyrWa1CebWHLAUEQKz9O.我是超级管理员.https://wpimg.wallstcn.com/f778738c-e4f8-4870-b634-56703b4acafe.gif
01-28 17:25:15.529 INFO  --- [main] [StartupInfoLogger]:61 ResourceDaoImplTest >>> Started ResourceDaoImplTest in 13.61 seconds (JVM running for 15.406)
01-28 17:25:15.586 INFO  --- [main] [AuthResourceServerAutoConfiguration]:66 c.g.s.config.AuthResourceServerAutoConfiguration >>> AuthResourceServerAutoConfiguration listening event:org.springframework.boot.context.event.ApplicationReadyEvent[source=org.springframework.boot.SpringApplication@7e729046]
01-28 17:25:15.615 INFO  --- [main] [AuthResourceServerAutoConfiguration]:92 c.g.s.config.AuthResourceServerAutoConfiguration >>> find need auth component:client, clientController, com.gapache.cloud.auth.server.controller.ClientController@629de8
01-28 17:25:15.623 INFO  --- [main] [AuthResourceServerAutoConfiguration]:92 c.g.s.config.AuthResourceServerAutoConfiguration >>> find need auth component:role, roleController, com.gapache.cloud.auth.server.controller.RoleController@4f0cdd0f
01-28 17:25:15.625 INFO  --- [main] [AuthResourceServerAutoConfiguration]:92 c.g.s.config.AuthResourceServerAutoConfiguration >>> find need auth component:user, userController, com.gapache.cloud.auth.server.controller.UserController@21b2579d
01-28 17:25:15.628 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=role:page, name=分页查询角色)
01-28 17:25:15.629 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=role:update, name=更新角色)
01-28 17:25:15.630 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=role:delete, name=删除角色)
01-28 17:25:15.630 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=role:create, name=创建角色)
01-28 17:25:15.631 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=client:bindUser, name=绑定用户到客户端)
01-28 17:25:15.631 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=client:findByClientId, name=根据clientId查询client)
01-28 17:25:15.632 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=client:create, name=创建客户端)
01-28 17:25:15.632 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=user:setUserRole, name=设置用户角色)
01-28 17:25:15.632 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=user:create, name=创建用户)
01-28 17:25:15.803 INFO  --- [main] [ResourceServiceImpl]:52 c.g.c.auth.server.service.impl.ResourceServiceImpl >>> receiveReportData:{"authResources":[{"name":"分页查询角色","scope":"role:page"},{"name":"更新角色","scope":"role:update"},{"name":"删除角色","scope":"role:delete"},{"name":"创建角色","scope":"role:create"},{"name":"绑定用户到客户端","scope":"client:bindUser"},{"name":"根据clientId查询client","scope":"client:findByClientId"},{"name":"创建客户端","scope":"client:create"},{"name":"设置用户角色","scope":"user:setUserRole"},{"name":"创建用户","scope":"user:create"}],"clientId":"husen19950528201314lq19980824","resourceServerName":"AuthCenter"}
01-28 17:25:15.921 INFO  --- [main] [ResourceServiceImpl]:109 c.g.c.auth.server.service.impl.ResourceServiceImpl >>> receiveReportData delete:[]
01-28 17:25:15.928 INFO  --- [main] [ResourceServiceImpl]:112 c.g.c.auth.server.service.impl.ResourceServiceImpl >>> receiveReportData update:[]
01-28 17:25:15.929 INFO  --- [main] [ResourceServiceImpl]:114 c.g.c.auth.server.service.impl.ResourceServiceImpl >>> receiveReportData add:[]
01-28 17:25:15.950 INFO  --- [main] [AuthResourceServerAutoConfiguration]:134 c.g.s.config.AuthResourceServerAutoConfiguration >>> reporting resource finish, result:true, cost time:0ms
01-28 17:25:16.225 INFO  --- [SpringContextShutdownHook] [ExecutorConfigurationSupport]:208 o.s.scheduling.concurrent.ThreadPoolTaskScheduler >>> Shutting down ExecutorService 'Nacso-Watch-Task-Scheduler'
01-28 17:25:16.342 INFO  --- [SpringContextShutdownHook] [ExecutorConfigurationSupport]:208 o.s.scheduling.concurrent.ThreadPoolTaskExecutor >>> Shutting down ExecutorService 'applicationTaskExecutor'
01-28 17:25:16.359 INFO  --- [SpringContextShutdownHook] [AbstractEntityManagerFactoryBean]:598 o.s.orm.jpa.LocalContainerEntityManagerFactoryBean >>> Closing JPA EntityManagerFactory for persistence unit 'default'
01-28 17:25:16.361 INFO  --- [SpringContextShutdownHook] [HikariDataSource]:350 com.zaxxer.hikari.HikariDataSource >>> HikariPool-1 - Shutdown initiated...
01-28 17:25:16.374 INFO  --- [SpringContextShutdownHook] [HikariDataSource]:352 com.zaxxer.hikari.HikariDataSource >>> HikariPool-1 - Shutdown completed.
01-28 17:38:44.944 INFO  --- [main] [AbstractTestContextBootstrapper]:308 o.s.b.t.context.SpringBootTestContextBootstrapper >>> Neither @ContextConfiguration nor @ContextHierarchy found for test class [ResourceDaoImplTest], using SpringBootContextLoader
01-28 17:38:44.965 INFO  --- [main] [AbstractContextLoader]:264 o.s.test.context.support.AbstractContextLoader >>> Could not detect default resource locations for test class [ResourceDaoImplTest]: no resource found for suffixes {-context.xml, Context.groovy}.
01-28 17:38:45.416 INFO  --- [main] [AbstractTestContextBootstrapper]:248 o.s.b.t.context.SpringBootTestContextBootstrapper >>> Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
01-28 17:38:45.461 INFO  --- [main] [AbstractTestContextBootstrapper]:177 o.s.b.t.context.SpringBootTestContextBootstrapper >>> Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@6fd83fc1, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@4f2b503c, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@bae7dc0, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@209da20d, org.springframework.test.context.support.DirtiesContextTestExecutionListener@e15b7e8, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1b2abca6, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@6392827e, org.springframework.test.context.event.EventPublishingTestExecutionListener@2ed2d9cb, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@d5b810e, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@43dac38f, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@342c38f8, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@c88a337, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5d0a1059]
01-28 17:38:46.895 INFO  --- [main] [SpringApplication]:651 ResourceDaoImplTest >>> No active profile set, falling back to default profiles: default
01-28 17:38:47.947 WARN  --- [main] [EndpointId]:155 o.springframework.boot.actuate.endpoint.EndpointId >>> Endpoint ID 'nacos-discovery' contains invalid characters, please migrate to a valid format.
01-28 17:38:48.351 INFO  --- [main] [RepositoryConfigurationDelegate]:249 o.s.d.r.config.RepositoryConfigurationDelegate >>> Multiple Spring Data modules found, entering strict repository configuration mode!
01-28 17:38:48.354 INFO  --- [main] [RepositoryConfigurationDelegate]:127 o.s.d.r.config.RepositoryConfigurationDelegate >>> Bootstrapping Spring Data JPA repositories in DEFAULT mode.
01-28 17:38:48.889 INFO  --- [main] [RepositoryConfigurationDelegate]:187 o.s.d.r.config.RepositoryConfigurationDelegate >>> Finished Spring Data repository scanning in 523ms. Found 9 JPA repository interfaces.
01-28 17:38:48.915 INFO  --- [main] [RepositoryConfigurationDelegate]:249 o.s.d.r.config.RepositoryConfigurationDelegate >>> Multiple Spring Data modules found, entering strict repository configuration mode!
01-28 17:38:48.917 INFO  --- [main] [RepositoryConfigurationDelegate]:127 o.s.d.r.config.RepositoryConfigurationDelegate >>> Bootstrapping Spring Data Redis repositories in DEFAULT mode.
01-28 17:38:48.948 INFO  --- [main] [RepositoryConfigurationExtensionSupport]:348 o.s.d.r.c.RepositoryConfigurationExtensionSupport >>> Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.gapache.cloud.auth.server.dao.repository.client.ClientRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
01-28 17:38:48.949 INFO  --- [main] [RepositoryConfigurationExtensionSupport]:348 o.s.d.r.c.RepositoryConfigurationExtensionSupport >>> Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.gapache.cloud.auth.server.dao.repository.resource.ResourceRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
01-28 17:38:48.950 INFO  --- [main] [RepositoryConfigurationExtensionSupport]:348 o.s.d.r.c.RepositoryConfigurationExtensionSupport >>> Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.gapache.cloud.auth.server.dao.repository.resource.ResourceServerRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
01-28 17:38:48.951 INFO  --- [main] [RepositoryConfigurationExtensionSupport]:348 o.s.d.r.c.RepositoryConfigurationExtensionSupport >>> Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.gapache.cloud.auth.server.dao.repository.user.PermissionRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
01-28 17:38:48.952 INFO  --- [main] [RepositoryConfigurationExtensionSupport]:348 o.s.d.r.c.RepositoryConfigurationExtensionSupport >>> Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.gapache.cloud.auth.server.dao.repository.user.RolePermissionRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
01-28 17:38:48.953 INFO  --- [main] [RepositoryConfigurationExtensionSupport]:348 o.s.d.r.c.RepositoryConfigurationExtensionSupport >>> Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.gapache.cloud.auth.server.dao.repository.user.RoleRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
01-28 17:38:48.954 INFO  --- [main] [RepositoryConfigurationExtensionSupport]:348 o.s.d.r.c.RepositoryConfigurationExtensionSupport >>> Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.gapache.cloud.auth.server.dao.repository.user.UserClientRelationRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
01-28 17:38:48.955 INFO  --- [main] [RepositoryConfigurationExtensionSupport]:348 o.s.d.r.c.RepositoryConfigurationExtensionSupport >>> Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.gapache.cloud.auth.server.dao.repository.user.UserRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
01-28 17:38:48.956 INFO  --- [main] [RepositoryConfigurationExtensionSupport]:348 o.s.d.r.c.RepositoryConfigurationExtensionSupport >>> Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.gapache.cloud.auth.server.dao.repository.user.UserRoleRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
01-28 17:38:48.957 INFO  --- [main] [RepositoryConfigurationDelegate]:187 o.s.d.r.config.RepositoryConfigurationDelegate >>> Finished Spring Data repository scanning in 22ms. Found 0 Redis repository interfaces.
01-28 17:38:49.123 WARN  --- [main] [EndpointId]:155 o.springframework.boot.actuate.endpoint.EndpointId >>> Endpoint ID 'service-registry' contains invalid characters, please migrate to a valid format.
01-28 17:38:49.427 INFO  --- [main] [GenericScope]:295 o.springframework.cloud.context.scope.GenericScope >>> BeanFactory id=f2aff96d-5158-3ceb-a24d-30df3c6dce6d
01-28 17:38:49.825 INFO  --- [main] [PostProcessorRegistrationDelegate$BeanPostProcessorChecker]:330 o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker >>> Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
01-28 17:38:50.419 INFO  --- [main] [LogHelper]:31 org.hibernate.jpa.internal.util.LogHelper >>> HHH000204: Processing PersistenceUnitInfo [name: default]
01-28 17:38:50.545 INFO  --- [main] [Version]:46 org.hibernate.Version >>> HHH000412: Hibernate Core {5.4.9.Final}
01-28 17:38:50.803 INFO  --- [main] [JavaReflectionManager]:49 org.hibernate.annotations.common.Version >>> HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
01-28 17:38:50.940 INFO  --- [main] [HikariDataSource]:110 com.zaxxer.hikari.HikariDataSource >>> HikariPool-1 - Starting...
01-28 17:38:51.156 INFO  --- [main] [HikariDataSource]:123 com.zaxxer.hikari.HikariDataSource >>> HikariPool-1 - Start completed.
01-28 17:38:51.175 INFO  --- [main] [Dialect]:172 org.hibernate.dialect.Dialect >>> HHH000400: Using dialect: org.hibernate.dialect.MySQL57Dialect
01-28 17:38:52.411 INFO  --- [main] [JtaPlatformInitiator]:52 o.h.e.t.jta.platform.internal.JtaPlatformInitiator >>> HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
01-28 17:38:52.420 INFO  --- [main] [AbstractEntityManagerFactoryBean]:416 o.s.orm.jpa.LocalContainerEntityManagerFactoryBean >>> Initialized JPA EntityManagerFactory for persistence unit 'default'
01-28 17:38:53.304 INFO  --- [main] [SecurityAutoConfiguration]:46 c.g.security.config.SecurityAutoConfiguration >>> 启用私钥进行签名############
01-28 17:38:54.669 INFO  --- [main] [SecurityAutoConfiguration]:39 c.g.security.config.SecurityAutoConfiguration >>> 启用公钥解密############
01-28 17:38:54.680 INFO  --- [main] [Oauth2Controller]:47 c.g.cloud.auth.server.controller.Oauth2Controller >>> Oauth2Controller init:{authorization_code=com.gapache.cloud.auth.server.security.impl.AuthorizationCodeGenerateTokenLogic@623ded82, client_credentials=com.gapache.cloud.auth.server.security.impl.ClientCredentialsGenerateTokenLogic@180e33b0, password=com.gapache.cloud.auth.server.security.impl.PasswordBaseGenerateTokenLogic@270be080, refresh_token=com.gapache.cloud.auth.server.security.impl.RefreshTokenGenerateTokenLogic@752ffce3}
01-28 17:38:55.139 INFO  --- [main] [DefaultSecurityFilterChain]:43 o.s.security.web.DefaultSecurityFilterChain >>> Creating filter chain: Ant [pattern='/images/**'], []
01-28 17:38:55.139 INFO  --- [main] [DefaultSecurityFilterChain]:43 o.s.security.web.DefaultSecurityFilterChain >>> Creating filter chain: Ant [pattern='/lib/**'], []
01-28 17:38:55.140 INFO  --- [main] [DefaultSecurityFilterChain]:43 o.s.security.web.DefaultSecurityFilterChain >>> Creating filter chain: Ant [pattern='/css/**'], []
01-28 17:38:55.140 INFO  --- [main] [DefaultSecurityFilterChain]:43 o.s.security.web.DefaultSecurityFilterChain >>> Creating filter chain: Ant [pattern='/fonts/**'], []
01-28 17:38:55.141 INFO  --- [main] [DefaultSecurityFilterChain]:43 o.s.security.web.DefaultSecurityFilterChain >>> Creating filter chain: Ant [pattern='/js/**'], []
01-28 17:38:55.141 INFO  --- [main] [DefaultSecurityFilterChain]:43 o.s.security.web.DefaultSecurityFilterChain >>> Creating filter chain: Ant [pattern='/eleTree.js'], []
01-28 17:38:55.142 INFO  --- [main] [DefaultSecurityFilterChain]:43 o.s.security.web.DefaultSecurityFilterChain >>> Creating filter chain: Ant [pattern='/favicon.ico'], []
01-28 17:38:55.142 INFO  --- [main] [DefaultSecurityFilterChain]:43 o.s.security.web.DefaultSecurityFilterChain >>> Creating filter chain: Ant [pattern='/excel/**'], []
01-28 17:38:55.142 INFO  --- [main] [DefaultSecurityFilterChain]:43 o.s.security.web.DefaultSecurityFilterChain >>> Creating filter chain: Ant [pattern='/layui_exts/**'], []
01-28 17:38:55.143 INFO  --- [main] [DefaultSecurityFilterChain]:43 o.s.security.web.DefaultSecurityFilterChain >>> Creating filter chain: Ant [pattern='/layui/**'], []
01-28 17:38:55.372 INFO  --- [main] [DefaultSecurityFilterChain]:43 o.s.security.web.DefaultSecurityFilterChain >>> Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@173b24c4, org.springframework.security.web.context.SecurityContextPersistenceFilter@1e489957, org.springframework.security.web.header.HeaderWriterFilter@10bcbbed, org.springframework.security.web.authentication.logout.LogoutFilter@6efc9d3f, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@669469c9, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7d108063, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5a88849, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@21084a6d, org.springframework.security.web.session.SessionManagementFilter@382608d0, org.springframework.security.web.access.ExceptionTranslationFilter@1c966488, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1aea759d]
01-28 17:38:55.721 INFO  --- [main] [URLConfigurationSource]:126 com.netflix.config.sources.URLConfigurationSource >>> URLs to be used as dynamic configuration source: [file:/Users/husen/develop/codes/mine/big-plan/ac/auth-center-server/target/classes/config.properties]
01-28 17:38:55.737 INFO  --- [main] [URLConfigurationSource]:126 com.netflix.config.sources.URLConfigurationSource >>> URLs to be used as dynamic configuration source: [file:/Users/husen/develop/codes/mine/big-plan/ac/auth-center-server/target/classes/config.properties]
01-28 17:38:56.195 INFO  --- [main] [ExecutorConfigurationSupport]:171 o.s.scheduling.concurrent.ThreadPoolTaskExecutor >>> Initializing ExecutorService 'applicationTaskExecutor'
01-28 17:38:56.739 INFO  --- [main] [ExecutorConfigurationSupport]:171 o.s.scheduling.concurrent.ThreadPoolTaskScheduler >>> Initializing ExecutorService 'Nacso-Watch-Task-Scheduler'
01-28 17:38:57.264 INFO  --- [main] [Version]:41 org.redisson.Version >>> Redisson 3.13.4
01-28 17:38:57.635 INFO  --- [redisson-netty-4-23] [ConnectionPool$1]:167 o.r.connection.pool.MasterPubSubConnectionPool >>> 1 connections initialized for /127.0.0.1:6379
01-28 17:38:57.663 INFO  --- [redisson-netty-4-19] [ConnectionPool$1]:167 org.redisson.connection.pool.MasterConnectionPool >>> 24 connections initialized for /127.0.0.1:6379
01-28 17:38:57.706 INFO  --- [main] [RedissonAutoConfiguration]:48 com.gapache.redis.RedissonAutoConfiguration >>> init redissonClient and DistributedLock success
01-28 17:38:57.726 INFO  --- [main] [AuthResourceServerAutoConfiguration$LocalResourceReporterAutoConfiguration]:165 c.g.s.config.AuthResourceServerAutoConfiguration >>> enable register to self[Auth-Center-Server]
01-28 17:38:57.747 INFO  --- [main] [AuthResourceServerAutoConfiguration$RemotePublicKeyLoaderAutoConfiguration]:183 c.g.s.config.AuthResourceServerAutoConfiguration >>> cloudRestTemplate
01-28 17:38:57.792 INFO  --- [main] [AuthResourceServerAutoConfiguration]:61 c.g.s.config.AuthResourceServerAutoConfiguration >>> auto setting AuthResourceServer's config
01-28 17:38:59.038 INFO  --- [main] [EndpointLinksResolver]:58 o.s.b.actuate.endpoint.web.EndpointLinksResolver >>> Exposing 18 endpoint(s) beneath base path '/actuator'
01-28 17:38:59.179 INFO  --- [main] [AuthCenterServer]:96 com.gapache.cloud.auth.server.AuthCenterServer >>> 1.AuthCenter
01-28 17:38:59.580 INFO  --- [main] [AuthCenterServer]:79 com.gapache.cloud.auth.server.AuthCenterServer >>> husen.$2a$10$PTkJ4pAc9VqKmT6VBKN/C.CsISRtrNhXCU1XWuUAbHOhq.SAyTfvC.我是超级管理员.https://wpimg.wallstcn.com/f778738c-e4f8-4870-b634-56703b4acafe.gif
01-28 17:38:59.602 INFO  --- [main] [StartupInfoLogger]:61 ResourceDaoImplTest >>> Started ResourceDaoImplTest in 14.055 seconds (JVM running for 15.826)
01-28 17:38:59.662 INFO  --- [main] [AuthResourceServerAutoConfiguration]:66 c.g.s.config.AuthResourceServerAutoConfiguration >>> AuthResourceServerAutoConfiguration listening event:org.springframework.boot.context.event.ApplicationReadyEvent[source=org.springframework.boot.SpringApplication@76d4e1af]
01-28 17:38:59.691 INFO  --- [main] [AuthResourceServerAutoConfiguration]:92 c.g.s.config.AuthResourceServerAutoConfiguration >>> find need auth component:client, clientController, com.gapache.cloud.auth.server.controller.ClientController@19f1f330
01-28 17:38:59.696 INFO  --- [main] [AuthResourceServerAutoConfiguration]:92 c.g.s.config.AuthResourceServerAutoConfiguration >>> find need auth component:role, roleController, com.gapache.cloud.auth.server.controller.RoleController@76980c75
01-28 17:38:59.698 INFO  --- [main] [AuthResourceServerAutoConfiguration]:92 c.g.s.config.AuthResourceServerAutoConfiguration >>> find need auth component:user, userController, com.gapache.cloud.auth.server.controller.UserController@75df4b1d
01-28 17:38:59.701 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=role:page, name=分页查询角色)
01-28 17:38:59.702 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=role:update, name=更新角色)
01-28 17:38:59.702 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=role:delete, name=删除角色)
01-28 17:38:59.703 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=role:create, name=创建角色)
01-28 17:38:59.703 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=client:findByClientId, name=根据clientId查询client)
01-28 17:38:59.704 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=client:bindUser, name=绑定用户到客户端)
01-28 17:38:59.706 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=client:create, name=创建客户端)
01-28 17:38:59.707 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=user:setUserRole, name=设置用户角色)
01-28 17:38:59.708 INFO  --- [main] [AuthResourceServerAutoConfiguration]:125 c.g.s.config.AuthResourceServerAutoConfiguration >>> $$------AuthResource------AuthResourceDTO(id=null, scope=user:create, name=创建用户)
01-28 17:38:59.855 INFO  --- [main] [ResourceServiceImpl]:52 c.g.c.auth.server.service.impl.ResourceServiceImpl >>> receiveReportData:{"authResources":[{"name":"分页查询角色","scope":"role:page"},{"name":"更新角色","scope":"role:update"},{"name":"删除角色","scope":"role:delete"},{"name":"创建角色","scope":"role:create"},{"name":"根据clientId查询client","scope":"client:findByClientId"},{"name":"绑定用户到客户端","scope":"client:bindUser"},{"name":"创建客户端","scope":"client:create"},{"name":"设置用户角色","scope":"user:setUserRole"},{"name":"创建用户","scope":"user:create"}],"clientId":"husen19950528201314lq19980824","resourceServerName":"AuthCenter"}
01-28 17:38:59.932 INFO  --- [main] [ResourceServiceImpl]:109 c.g.c.auth.server.service.impl.ResourceServiceImpl >>> receiveReportData delete:[]
01-28 17:38:59.938 INFO  --- [main] [ResourceServiceImpl]:112 c.g.c.auth.server.service.impl.ResourceServiceImpl >>> receiveReportData update:[]
01-28 17:38:59.939 INFO  --- [main] [ResourceServiceImpl]:114 c.g.c.auth.server.service.impl.ResourceServiceImpl >>> receiveReportData add:[]
01-28 17:38:59.958 INFO  --- [main] [AuthResourceServerAutoConfiguration]:134 c.g.s.config.AuthResourceServerAutoConfiguration >>> reporting resource finish, result:true, cost time:0ms
01-28 17:39:00.146 INFO  --- [SpringContextShutdownHook] [ExecutorConfigurationSupport]:208 o.s.scheduling.concurrent.ThreadPoolTaskScheduler >>> Shutting down ExecutorService 'Nacso-Watch-Task-Scheduler'
01-28 17:39:00.216 INFO  --- [SpringContextShutdownHook] [ExecutorConfigurationSupport]:208 o.s.scheduling.concurrent.ThreadPoolTaskExecutor >>> Shutting down ExecutorService 'applicationTaskExecutor'
